age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
35,technician,single,secondary,no,399,yes,no,cellular,13,may,496,2,345,3,failure,yes
39,services,married,secondary,no,-495,yes,yes,cellular,11,may,51,6,-1,0,unknown,no
36,services,single,secondary,no,760,no,no,unknown,20,jun,9,13,-1,0,unknown,no
55,retired,married,primary,no,173,no,no,cellular,7,aug,168,2,-1,0,unknown,no
38,technician,single,unknown,no,1923,no,no,cellular,30,jul,331,4,-1,0,unknown,no
26,student,single,secondary,no,374,no,no,telephone,12,aug,478,2,-1,0,unknown,no
55,admin.,married,secondary,no,51,no,no,cellular,20,aug,94,2,-1,0,unknown,no
55,retired,married,secondary,no,991,no,no,cellular,11,jul,593,2,-1,0,unknown,no
36,services,single,secondary,no,1482,yes,no,cellular,18,nov,177,2,174,1,other,no
50,blue-collar,married,primary,no,1580,yes,no,cellular,14,jul,111,3,-1,0,unknown,no
32,technician,married,secondary,no,342,yes,no,cellular,29,jul,146,3,-1,0,unknown,no
39,technician,married,tertiary,no,14,no,no,cellular,28,jan,114,2,-1,0,unknown,no
31,services,single,secondary,no,295,no,no,cellular,2,feb,78,5,-1,0,unknown,no
31,services,single,secondary,no,695,yes,no,cellular,3,apr,314,1,318,1,failure,no
36,management,married,tertiary,no,255,no,no,cellular,22,may,970,2,92,2,other,yes
33,entrepreneur,married,primary,no,82,yes,no,cellular,18,nov,63,2,-1,0,unknown,no
54,management,divorced,secondary,no,300,yes,no,cellular,20,nov,562,2,-1,0,unknown,yes
53,management,divorced,tertiary,no,2679,no,no,cellular,20,nov,295,3,-1,0,unknown,yes
30,unemployed,single,secondary,no,2424,no,no,cellular,12,nov,110,1,279,1,failure,yes
45,admin.,married,secondary,no,1501,yes,no,cellular,13,may,189,3,-1,0,unknown,no
49,management,married,tertiary,no,414,yes,no,unknown,5,jun,155,3,-1,0,unknown,no
37,self-employed,divorced,tertiary,no,1513,no,no,unknown,30,may,510,1,-1,0,unknown,no
35,admin.,divorced,secondary,no,0,no,yes,cellular,14,jul,245,2,-1,0,unknown,no
37,blue-collar,divorced,secondary,no,0,yes,yes,cellular,4,feb,131,1,-1,0,unknown,no
44,technician,married,secondary,no,1196,yes,yes,unknown,28,may,61,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,7985,yes,no,cellular,11,may,232,2,347,1,failure,no
40,technician,married,tertiary,no,162,no,no,cellular,7,aug,256,3,-1,0,unknown,no
57,self-employed,single,primary,no,6056,yes,no,cellular,21,nov,18,5,-1,0,unknown,no
27,admin.,married,secondary,yes,-517,yes,no,cellular,14,jul,172,3,-1,0,unknown,no
38,management,single,tertiary,no,8669,yes,no,telephone,20,apr,5,3,150,6,failure,no
28,management,single,tertiary,no,1942,no,no,cellular,7,jul,445,1,-1,0,unknown,no
63,management,married,tertiary,no,5112,no,no,telephone,13,nov,2184,2,95,3,failure,yes
42,services,married,secondary,no,-369,no,no,cellular,14,jul,72,3,-1,0,unknown,no
21,admin.,single,secondary,no,66,yes,no,cellular,15,may,31,1,330,2,failure,no
56,management,married,tertiary,no,705,no,yes,cellular,11,aug,86,2,-1,0,unknown,no
25,services,single,secondary,no,333,no,yes,cellular,15,jul,1056,2,-1,0,unknown,yes
48,admin.,married,secondary,no,1096,yes,no,unknown,18,jun,213,5,-1,0,unknown,no
48,management,married,tertiary,no,732,no,no,cellular,13,aug,255,1,-1,0,unknown,no
40,services,single,secondary,no,737,yes,no,unknown,12,may,117,2,-1,0,unknown,no
34,technician,single,tertiary,no,2658,yes,no,cellular,13,aug,690,2,-1,0,unknown,no
51,blue-collar,married,secondary,no,8180,yes,no,cellular,20,nov,86,1,-1,0,unknown,no
50,admin.,divorced,secondary,no,81,no,yes,cellular,21,nov,64,1,-1,0,unknown,no
46,technician,divorced,tertiary,no,288,yes,no,unknown,9,may,166,1,-1,0,unknown,no
44,management,divorced,tertiary,no,213,yes,no,cellular,20,apr,65,2,-1,0,unknown,no
32,management,divorced,tertiary,no,222,no,yes,cellular,15,jul,820,4,-1,0,unknown,yes
43,blue-collar,divorced,primary,no,42,no,no,unknown,13,may,188,1,-1,0,unknown,no
56,management,divorced,tertiary,no,535,yes,no,cellular,24,jul,67,1,-1,0,unknown,no
43,management,married,primary,no,88,no,yes,cellular,6,may,210,1,-1,0,unknown,no
40,management,single,tertiary,no,732,no,no,cellular,29,jan,148,2,-1,0,unknown,no
58,self-employed,divorced,tertiary,no,1382,no,no,unknown,9,jun,700,1,-1,0,unknown,yes
31,management,divorced,tertiary,no,373,no,no,cellular,10,feb,132,6,-1,0,unknown,yes
34,admin.,married,secondary,no,0,yes,yes,cellular,9,jul,127,1,-1,0,unknown,no
50,blue-collar,married,secondary,no,2419,yes,no,cellular,11,may,309,1,342,3,other,no
48,unemployed,married,secondary,no,817,no,no,cellular,14,jan,517,1,282,4,success,yes
73,retired,married,primary,no,1388,no,no,cellular,20,jul,146,3,190,3,success,no
35,blue-collar,married,secondary,no,218,yes,no,cellular,24,jul,128,2,-1,0,unknown,no
35,student,single,unknown,no,298,yes,no,unknown,5,may,611,2,-1,0,unknown,no
27,blue-collar,married,tertiary,no,417,yes,yes,unknown,8,may,237,2,-1,0,unknown,no
42,management,married,tertiary,no,255,yes,yes,unknown,3,jun,238,2,-1,0,unknown,no
55,unknown,married,tertiary,no,0,no,no,unknown,5,jun,38,1,-1,0,unknown,no
57,housemaid,married,primary,no,1870,no,no,unknown,17,jun,129,1,-1,0,unknown,no
37,admin.,married,secondary,no,2061,yes,yes,cellular,7,oct,867,2,107,4,success,no
44,services,divorced,secondary,no,-2,yes,no,cellular,15,may,152,5,-1,0,unknown,no
27,admin.,single,unknown,no,230,yes,no,unknown,9,may,371,1,-1,0,unknown,no
32,blue-collar,married,primary,no,1261,yes,no,unknown,23,may,132,1,-1,0,unknown,no
57,admin.,single,secondary,no,7400,yes,no,cellular,11,may,485,2,-1,0,unknown,no
59,housemaid,married,primary,no,0,no,yes,telephone,28,jul,40,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,439,yes,no,unknown,23,may,214,3,-1,0,unknown,no
29,services,single,secondary,no,32,yes,no,unknown,4,jun,563,1,-1,0,unknown,yes
29,blue-collar,single,secondary,no,734,yes,yes,cellular,30,apr,259,1,296,1,other,yes
37,blue-collar,married,secondary,no,105,yes,no,unknown,8,may,69,2,-1,0,unknown,no
47,admin.,married,secondary,no,726,no,no,unknown,17,jun,60,3,-1,0,unknown,no
28,blue-collar,married,primary,no,115,yes,no,unknown,28,may,78,4,-1,0,unknown,no
30,technician,single,tertiary,no,1070,no,no,cellular,14,dec,446,2,-1,0,unknown,no
33,admin.,married,tertiary,no,281,yes,no,cellular,6,may,257,1,365,1,failure,no
58,retired,single,secondary,no,1640,no,yes,cellular,4,feb,72,6,274,4,failure,no
34,blue-collar,married,primary,no,197,yes,no,cellular,22,jul,181,1,-1,0,unknown,no
33,admin.,married,secondary,no,471,yes,no,unknown,2,jun,214,2,-1,0,unknown,no
39,management,married,tertiary,no,756,yes,no,unknown,2,jun,268,1,-1,0,unknown,no
56,admin.,single,secondary,no,791,yes,no,cellular,18,may,103,2,-1,0,unknown,no
51,admin.,married,secondary,no,241,no,no,cellular,7,dec,308,2,-1,0,unknown,yes
53,self-employed,married,tertiary,no,687,no,no,cellular,4,feb,319,5,-1,0,unknown,no
19,student,single,primary,no,103,no,no,cellular,15,oct,96,2,97,2,success,no
35,admin.,married,secondary,no,561,yes,no,cellular,5,may,168,2,-1,0,unknown,no
35,management,married,tertiary,no,436,no,yes,cellular,28,jan,507,1,184,4,failure,no
34,technician,married,secondary,no,508,no,no,cellular,30,jan,795,1,-1,0,unknown,no
45,management,married,secondary,no,1134,no,yes,cellular,9,feb,102,4,-1,0,unknown,no
57,blue-collar,married,primary,no,23,yes,no,telephone,31,jul,25,8,-1,0,unknown,no
34,blue-collar,single,primary,no,279,yes,no,cellular,7,may,208,1,357,1,failure,no
36,blue-collar,married,secondary,no,306,no,no,cellular,31,jul,43,3,-1,0,unknown,no
34,technician,married,secondary,no,657,no,no,cellular,5,jun,263,2,-1,0,unknown,no
32,blue-collar,married,primary,no,642,no,yes,cellular,8,jul,524,1,-1,0,unknown,no
39,technician,divorced,secondary,no,507,no,no,cellular,20,aug,173,4,-1,0,unknown,no
32,technician,single,secondary,no,234,no,no,cellular,27,mar,166,2,-1,0,unknown,no
41,management,single,tertiary,no,7595,no,no,cellular,17,nov,1121,2,-1,0,unknown,no
53,blue-collar,married,secondary,no,1653,no,no,unknown,17,jun,88,2,-1,0,unknown,no
57,blue-collar,married,secondary,no,0,yes,no,cellular,14,may,125,5,-1,0,unknown,no
23,services,married,secondary,no,14,yes,yes,telephone,13,may,19,8,358,1,failure,no
41,blue-collar,divorced,secondary,no,3622,no,no,unknown,19,jun,1135,4,-1,0,unknown,yes
38,technician,single,secondary,no,372,no,no,unknown,23,may,59,3,-1,0,unknown,no
51,admin.,divorced,secondary,no,212,yes,yes,cellular,16,apr,168,1,-1,0,unknown,no
22,student,single,unknown,no,3317,no,no,cellular,10,aug,148,1,-1,0,unknown,no
41,blue-collar,married,primary,no,1,no,no,unknown,1,jul,117,1,-1,0,unknown,no
40,blue-collar,divorced,secondary,no,181,no,no,unknown,12,jun,89,6,-1,0,unknown,no
56,technician,married,tertiary,no,655,yes,yes,cellular,8,apr,326,1,-1,0,unknown,no
28,unemployed,single,tertiary,no,7,no,no,cellular,8,nov,20,1,-1,0,unknown,no
50,retired,married,primary,no,172,yes,yes,cellular,15,may,7,6,-1,0,unknown,no
36,blue-collar,married,primary,no,21,no,no,telephone,20,nov,35,1,-1,0,unknown,no
40,management,single,tertiary,no,89,yes,no,cellular,30,jul,96,6,-1,0,unknown,no
19,student,single,primary,no,0,no,no,cellular,4,may,72,4,-1,0,unknown,no
40,management,married,tertiary,no,8963,no,no,cellular,3,jun,203,2,-1,0,unknown,no
37,technician,married,secondary,no,1707,yes,no,cellular,26,jul,546,2,784,3,failure,yes
47,technician,married,secondary,no,1167,yes,no,cellular,30,apr,968,1,87,5,failure,yes
62,retired,married,primary,no,1084,no,no,cellular,14,apr,505,1,-1,0,unknown,yes
33,management,single,tertiary,no,8514,no,no,cellular,16,oct,165,1,57,1,failure,no
32,management,married,tertiary,no,1660,yes,no,cellular,11,jul,1389,2,-1,0,unknown,no
37,housemaid,married,secondary,no,942,no,no,unknown,17,jun,79,1,-1,0,unknown,no
51,blue-collar,married,primary,no,872,no,no,cellular,8,aug,82,2,-1,0,unknown,no
26,blue-collar,single,primary,yes,344,no,yes,cellular,29,jul,62,4,-1,0,unknown,no
35,unemployed,married,secondary,no,977,yes,no,cellular,4,may,52,4,91,1,other,no
29,blue-collar,married,primary,no,35,yes,no,cellular,13,may,149,1,-1,0,unknown,no
32,management,single,secondary,no,388,no,no,telephone,4,may,846,2,-1,0,unknown,no
38,management,married,secondary,no,242,no,no,cellular,17,nov,88,2,-1,0,unknown,no
30,management,married,tertiary,no,604,no,no,cellular,25,aug,132,2,-1,0,unknown,no
41,technician,single,secondary,no,134,no,yes,cellular,11,aug,153,4,-1,0,unknown,no
33,blue-collar,single,secondary,no,6285,yes,no,unknown,2,jun,689,3,-1,0,unknown,no
39,blue-collar,single,secondary,no,522,yes,no,telephone,14,may,225,7,350,2,failure,no
63,retired,married,secondary,no,18016,no,no,cellular,7,jul,371,1,-1,0,unknown,yes
37,management,single,tertiary,no,499,yes,no,unknown,16,may,537,1,-1,0,unknown,no
38,services,married,secondary,no,797,yes,no,cellular,20,apr,62,4,-1,0,unknown,no
49,technician,single,secondary,no,74,yes,no,unknown,30,may,130,1,-1,0,unknown,no
40,management,married,secondary,yes,-1545,no,no,cellular,27,aug,70,13,-1,0,unknown,no
38,management,married,tertiary,no,676,no,no,cellular,15,may,59,3,-1,0,unknown,no
50,admin.,divorced,secondary,no,175,no,no,cellular,22,jul,112,3,-1,0,unknown,no
47,entrepreneur,divorced,secondary,no,392,yes,yes,cellular,19,nov,125,1,-1,0,unknown,no
47,management,married,primary,no,52,yes,yes,unknown,15,may,140,1,-1,0,unknown,no
28,technician,single,secondary,no,1363,no,no,cellular,27,feb,79,1,-1,0,unknown,yes
53,blue-collar,married,secondary,no,1093,yes,yes,unknown,16,jun,244,3,-1,0,unknown,no
50,management,divorced,tertiary,no,151,no,no,cellular,9,jun,103,4,-1,0,unknown,no
52,technician,married,unknown,no,9687,yes,no,cellular,19,nov,222,3,174,1,failure,no
41,blue-collar,single,secondary,no,495,yes,no,cellular,20,nov,379,2,-1,0,unknown,no
58,retired,married,secondary,no,801,no,no,cellular,30,apr,249,1,85,1,other,no
39,unemployed,single,secondary,no,2645,yes,no,unknown,21,may,339,3,-1,0,unknown,no
33,management,married,tertiary,no,137,yes,yes,cellular,21,aug,70,2,-1,0,unknown,no
48,blue-collar,married,primary,no,551,yes,yes,cellular,17,apr,1064,3,303,5,failure,no
31,self-employed,single,secondary,no,532,yes,no,unknown,16,may,90,7,-1,0,unknown,no
39,technician,married,secondary,no,49,yes,no,cellular,20,aug,379,4,-1,0,unknown,no
59,management,married,tertiary,yes,782,no,yes,cellular,13,aug,127,2,-1,0,unknown,no
34,blue-collar,single,secondary,no,4536,yes,no,cellular,21,nov,963,1,-1,0,unknown,yes
33,admin.,married,secondary,no,4902,yes,no,cellular,20,nov,110,1,-1,0,unknown,no
28,admin.,married,unknown,no,-1,yes,no,cellular,16,apr,34,1,-1,0,unknown,no
35,admin.,single,secondary,no,0,yes,no,cellular,8,may,376,3,-1,0,unknown,no
55,blue-collar,married,secondary,no,467,no,no,cellular,25,aug,129,5,-1,0,unknown,no
38,blue-collar,married,primary,no,1576,yes,no,cellular,16,apr,144,1,328,2,other,no
59,blue-collar,married,primary,no,748,no,no,unknown,29,may,184,1,-1,0,unknown,no
31,self-employed,married,secondary,no,581,yes,no,cellular,14,may,303,3,174,3,failure,no
46,entrepreneur,married,secondary,no,404,yes,no,telephone,12,may,1388,7,347,2,failure,no
48,services,married,secondary,no,11516,no,no,unknown,11,jun,399,8,-1,0,unknown,no
56,housemaid,married,tertiary,no,1922,yes,no,cellular,24,jul,247,2,-1,0,unknown,no
34,management,married,tertiary,no,0,no,no,cellular,20,aug,263,2,-1,0,unknown,no
30,self-employed,single,tertiary,no,253,yes,no,cellular,28,jul,283,4,-1,0,unknown,no
30,management,single,tertiary,no,533,no,no,cellular,4,may,365,4,-1,0,unknown,yes
56,blue-collar,divorced,primary,no,8,yes,no,unknown,5,may,157,2,-1,0,unknown,no
29,admin.,single,secondary,no,914,yes,no,cellular,29,jan,344,1,-1,0,unknown,no
45,management,single,tertiary,no,1269,no,no,unknown,20,jun,55,7,-1,0,unknown,no
55,technician,married,secondary,no,303,no,yes,cellular,13,aug,261,2,-1,0,unknown,no
30,technician,single,secondary,no,1052,no,no,cellular,28,aug,147,2,-1,0,unknown,no
48,technician,married,secondary,no,2111,no,no,cellular,20,apr,92,1,-1,0,unknown,no
33,management,single,tertiary,no,2465,no,no,cellular,16,nov,139,2,95,1,success,no
83,retired,married,unknown,no,4216,no,no,cellular,12,oct,92,1,-1,0,unknown,no
36,technician,married,tertiary,no,491,yes,no,unknown,8,may,103,3,-1,0,unknown,no
44,housemaid,divorced,secondary,no,653,no,no,cellular,17,nov,475,1,-1,0,unknown,no
52,entrepreneur,divorced,secondary,no,105,no,yes,telephone,22,jul,275,4,-1,0,unknown,no
51,unemployed,married,secondary,no,234,no,no,cellular,22,aug,735,1,-1,0,unknown,yes
26,self-employed,married,tertiary,no,10005,yes,no,cellular,17,jul,84,2,-1,0,unknown,no
36,management,married,tertiary,no,27359,yes,no,unknown,3,jun,71,2,-1,0,unknown,no
42,entrepreneur,married,primary,no,149,no,no,cellular,20,aug,94,2,-1,0,unknown,no
35,services,married,unknown,no,618,no,no,cellular,30,apr,951,1,-1,0,unknown,yes
30,self-employed,married,secondary,no,1772,yes,no,cellular,13,apr,158,4,-1,0,unknown,no
40,management,married,secondary,no,0,yes,no,cellular,12,may,223,4,258,3,failure,no
53,management,divorced,secondary,no,1355,no,yes,cellular,4,feb,447,2,196,8,other,no
51,retired,married,primary,no,2525,no,no,unknown,11,jun,184,2,-1,0,unknown,no
47,services,divorced,secondary,no,-288,yes,no,unknown,28,may,107,7,-1,0,unknown,no
44,self-employed,married,secondary,no,304,yes,no,telephone,9,feb,15,5,-1,0,unknown,no
60,management,married,tertiary,no,205,no,no,cellular,26,may,107,2,-1,0,unknown,no
44,self-employed,married,tertiary,no,134,no,no,cellular,28,aug,86,4,-1,0,unknown,no
42,management,married,tertiary,no,1205,no,no,telephone,8,sep,376,2,-1,0,unknown,yes
43,management,divorced,tertiary,no,2251,no,no,cellular,7,sep,332,5,-1,0,unknown,no
51,management,married,tertiary,no,974,no,no,cellular,18,nov,58,1,-1,0,unknown,no
38,technician,single,tertiary,no,1727,no,no,telephone,28,oct,182,2,-1,0,unknown,no
43,services,single,secondary,no,66,yes,no,cellular,8,may,198,1,-1,0,unknown,no
50,management,married,tertiary,no,107,yes,no,unknown,12,may,1002,5,-1,0,unknown,no
32,technician,divorced,tertiary,no,0,yes,yes,unknown,23,may,80,1,-1,0,unknown,no
37,technician,married,secondary,no,28,no,no,cellular,21,aug,101,2,-1,0,unknown,no
45,admin.,married,secondary,no,1435,yes,no,cellular,30,apr,257,1,-1,0,unknown,no
57,blue-collar,married,primary,no,-238,no,no,unknown,27,jun,79,1,-1,0,unknown,no
59,retired,married,secondary,no,566,no,no,cellular,12,aug,464,4,-1,0,unknown,no
45,technician,divorced,secondary,no,1066,yes,yes,cellular,19,nov,124,2,-1,0,unknown,no
29,technician,married,secondary,no,-28,no,no,cellular,7,jul,531,1,-1,0,unknown,no
35,technician,married,tertiary,no,489,no,no,cellular,5,aug,592,2,-1,0,unknown,no
57,technician,married,primary,no,4442,no,no,cellular,8,jul,97,6,-1,0,unknown,no
40,admin.,single,secondary,no,2002,yes,no,unknown,30,may,113,1,-1,0,unknown,no
31,technician,married,secondary,no,172,no,no,cellular,8,aug,151,2,-1,0,unknown,no
25,admin.,single,secondary,no,0,no,yes,cellular,25,jul,49,1,-1,0,unknown,no
43,blue-collar,single,secondary,no,318,yes,no,unknown,5,jun,736,2,-1,0,unknown,yes
58,retired,divorced,primary,no,1194,yes,no,cellular,22,may,807,1,310,1,other,no
34,technician,single,secondary,no,0,no,no,cellular,19,aug,130,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,1053,no,no,unknown,16,jun,405,3,-1,0,unknown,no
57,management,married,tertiary,no,1016,no,no,telephone,10,dec,208,1,-1,0,unknown,no
46,blue-collar,single,tertiary,no,460,yes,no,unknown,7,may,1102,2,-1,0,unknown,yes
27,housemaid,married,secondary,no,0,no,yes,cellular,17,jul,72,1,-1,0,unknown,no
53,admin.,married,secondary,no,2851,no,yes,telephone,1,jun,89,1,119,1,failure,no
36,blue-collar,single,secondary,no,275,yes,no,cellular,17,apr,89,1,332,2,failure,no
39,blue-collar,married,tertiary,no,-33,yes,no,unknown,7,may,62,5,-1,0,unknown,no
51,admin.,married,secondary,no,194,no,yes,cellular,22,jul,71,2,-1,0,unknown,no
40,technician,divorced,secondary,no,0,no,no,cellular,19,aug,60,2,-1,0,unknown,no
76,self-employed,married,unknown,no,4984,no,no,telephone,28,apr,403,1,182,1,success,yes
40,technician,single,secondary,no,360,yes,no,unknown,9,may,73,1,-1,0,unknown,no
51,management,married,tertiary,no,0,no,no,unknown,27,may,68,5,-1,0,unknown,no
25,student,single,tertiary,no,5,no,no,cellular,29,sep,138,1,-1,0,unknown,no
50,blue-collar,married,primary,no,4108,yes,no,cellular,7,aug,526,2,-1,0,unknown,yes
43,unemployed,divorced,secondary,no,0,yes,no,cellular,24,jul,229,2,-1,0,unknown,no
43,technician,single,secondary,no,326,yes,no,cellular,15,jul,87,8,-1,0,unknown,no
33,admin.,single,tertiary,no,475,yes,no,cellular,7,may,1046,1,-1,0,unknown,yes
33,technician,married,tertiary,no,565,yes,no,cellular,8,may,77,2,-1,0,unknown,no
33,admin.,single,secondary,no,745,yes,no,cellular,17,apr,278,2,333,1,other,no
37,management,divorced,secondary,no,0,yes,no,unknown,18,jun,187,1,-1,0,unknown,no
60,entrepreneur,divorced,secondary,no,80,yes,no,unknown,15,may,397,1,-1,0,unknown,no
33,self-employed,single,tertiary,no,544,yes,no,cellular,7,may,155,1,-1,0,unknown,no
55,management,married,tertiary,no,10957,no,no,unknown,11,jun,514,4,-1,0,unknown,no
29,management,married,tertiary,no,1441,yes,no,cellular,30,apr,185,1,85,2,success,no
36,blue-collar,married,secondary,no,79,yes,no,unknown,28,may,275,2,-1,0,unknown,no
29,management,married,tertiary,no,30,no,no,cellular,30,apr,139,1,-1,0,unknown,no
36,blue-collar,married,unknown,no,-417,yes,no,unknown,27,may,597,3,-1,0,unknown,no
31,management,single,tertiary,no,581,yes,yes,cellular,28,jan,572,1,-1,0,unknown,no
28,unemployed,married,tertiary,no,482,no,no,cellular,25,may,119,1,-1,0,unknown,yes
39,entrepreneur,divorced,secondary,no,990,yes,no,cellular,23,jul,55,1,-1,0,unknown,no
53,housemaid,married,primary,no,0,no,no,cellular,8,oct,148,1,-1,0,unknown,no
37,self-employed,single,secondary,no,349,yes,yes,cellular,2,feb,165,1,-1,0,unknown,no
